x, y
-2.395628, 54.8826246621178
2.874365, 54.991101444168294
-2.967663, 55.09743418451856
-2.882446, 55.20474874937911
2.69937, 55.31087939268875
-2.937743, 55.41673171952794
3.073619, 55.52274892381592
2.540932, 55.62917537210466
2.741543, 55.735440051540905
2.491864, 55.84158864357275
-2.467605, 55.948466707250645
2.904813, 56.056214013129654
-2.456244, 56.16506703689131
-2.604749, 56.27503783479055
-3.113619, 56.381613017795154
2.8404, 56.48782404393394
-3.099913, 56.595167412146075
-3.097222, 56.70407849398948
-2.723701, 56.813530009405206
2.683701, 56.91812684497375
-2.944813, 57.0229578401826
2.983727, 57.122148879379864
2.937478, 57.22093116549252
2.82319, 57.31871591263883
-3.078165, 57.414055854132314
-2.586843, 57.5106387654411
-3.105409, 57.60785924193099
3.065409, 57.70578387052118
-2.936749, 57.804800870770734
-3.046666, 57.89355245346625
3.060136, 57.97390508710567
2.944045, 58.05468444318221
-2.918941, 58.1239527976726
3.006666, 58.19351874299994
2.80495, 58.259380542942196
-3.100136, 58.32227760085873
-3.112799, 58.38431863219257
2.923922, 58.44364607258522
2.863009, 58.50276312939951
-2.903009, 58.55858755363065
-3.00685, 58.607752760751225
-2.914365, 58.654592116056484
-3.173978, 58.700331266204024
2.878941, 58.74465453776587
2.896749, 58.78664415708401
3.133978, 58.80072982285394
2.96685, 58.808642689164834
2.897743, 58.81057728888397
3.057222, 58.80008059367864
3.072799, 58.783548474144716
-2.963922, 58.76080535327904
3.165277, 58.72709807968877
3.163463, 58.66496333680665
-3.167567, 58.59326625143773
3.059913, 58.49964406515126
-3.205277, 58.3772169088233
3.127567, 58.239954174801056
-3.203463, 58.045535570604905
